QAgNO3(%),Qpva(%),Qtsc(%),Qseed(%),Qtot(uL/min),loss
16.2997416,13.00258398,15.19896641,18.39793282,387,0.75811864
16.2997416,13.00258398,15.19896641,18.39793282,387,0.758311514
16.2997416,13.00258398,15.19896641,18.39793282,387,0.762006149
16.2997416,13.00258398,15.19896641,18.39793282,387,0.766012663
10.9,31,19.5,10.9,440,0.809008126
10.9,31,19.5,10.9,440,0.818899305
10.9,31,19.5,10.9,440,0.812949627
10.9,31,19.5,10.9,440,0.813485745
10.9,31,19.5,10.9,440,0.813627327
10.9,31,19.5,10.9,440,0.814899977
10.9,31,19.5,10.9,440,0.809717437
10.9,31,19.5,10.9,440,0.802254227
10.9,31,19.5,10.9,440,0.812379339
10.9,31,19.5,10.9,440,0.820657038
10.9,31,19.5,10.9,440,0.797763296
10.9,31,19.5,10.9,440,0.794321852
10.9,31,19.5,10.9,440,0.78729259
10.9,31,19.5,10.9,440,0.795745909
10.9,31,19.5,10.9,440,0.804802518
10.9,31,19.5,10.9,440,0.794902907
10.9,31,19.5,10.9,440,0.792909165
10.9,31,19.5,10.9,440,0.806178965
10.9,31,19.5,10.9,440,0.79565954
10.9,31,19.5,10.9,440,0.793044159
8.799188641,34.9979716,8.799188641,6.669371197,493,0.750484804
8.799188641,34.9979716,8.799188641,6.669371197,493,0.745998641
8.799188641,34.9979716,8.799188641,6.669371197,493,0.761876647
8.799188641,34.9979716,8.799188641,6.669371197,493,0.77665705
8.799188641,34.9979716,8.799188641,6.669371197,493,0.776029263
8.799188641,34.9979716,8.799188641,6.669371197,493,0.755678586
8.799188641,34.9979716,8.799188641,6.669371197,493,0.779238109
8.799188641,34.9979716,8.799188641,6.669371197,493,0.769052905
8.799188641,34.9979716,8.799188641,6.669371197,493,0.759387586
8.799188641,34.9979716,8.799188641,6.669371197,493,0.758251349
8.799188641,34.9979716,8.799188641,6.669371197,493,0.751329097
8.799188641,34.9979716,8.799188641,6.669371197,493,0.75098769
8.799188641,34.9979716,8.799188641,6.669371197,493,0.782375436
8.799188641,34.9979716,8.799188641,6.669371197,493,0.782762605
8.799188641,34.9979716,8.799188641,6.669371197,493,0.785016667
8.799188641,34.9979716,8.799188641,6.669371197,493,0.770205299
8.799188641,34.9979716,8.799188641,6.669371197,493,0.787321202
8.799188641,34.9979716,8.799188641,6.669371197,493,0.766193256
8.799188641,34.9979716,8.799188641,6.669371197,493,0.779706938
8.799188641,34.9979716,8.799188641,6.669371197,493,0.772817482
8.799188641,34.9979716,8.799188641,6.669371197,493,0.795226862
8.799188641,34.9979716,8.799188641,6.669371197,493,0.782436785
8.799188641,34.9979716,8.799188641,6.669371197,493,0.786309227
8.799188641,34.9979716,8.799188641,6.669371197,493,0.795326843
8.799188641,34.9979716,8.799188641,6.669371197,493,0.774681281
14.09872029,23.00182815,14.09872029,14.09872029,547,0.745937676
14.09872029,23.00182815,14.09872029,14.09872029,547,0.753589108
14.09872029,23.00182815,14.09872029,14.09872029,547,0.750837224
14.09872029,23.00182815,14.09872029,14.09872029,547,0.742136978
14.09872029,23.00182815,14.09872029,14.09872029,547,0.749441636
14.09872029,23.00182815,14.09872029,14.09872029,547,0.754826228
14.09872029,23.00182815,14.09872029,14.09872029,547,0.763350488
14.09872029,23.00182815,14.09872029,14.09872029,547,0.764310489
14.09872029,23.00182815,14.09872029,14.09872029,547,0.751343029
14.09872029,23.00182815,14.09872029,14.09872029,547,0.760388134
14.09872029,23.00182815,14.09872029,14.09872029,547,0.759608535
14.09872029,23.00182815,14.09872029,14.09872029,547,0.762701981
14.09872029,23.00182815,14.09872029,14.09872029,547,0.758593323
14.09872029,23.00182815,14.09872029,14.09872029,547,0.756630177
14.09872029,23.00182815,14.09872029,14.09872029,547,0.75086955
14.09872029,23.00182815,14.09872029,14.09872029,547,0.747924318
14.09872029,23.00182815,14.09872029,14.09872029,547,0.754177723
14.09872029,23.00182815,14.09872029,14.09872029,547,0.766401181
14.09872029,23.00182815,14.09872029,14.09872029,547,0.768703668
4.53,21,6.67,19.5,600,0.873064849
4.53,21,6.67,19.5,600,0.873104898
4.53,21,6.67,19.5,600,0.860477992
4.53,21,6.67,19.5,600,0.865277381
4.53,21,6.67,19.5,600,0.874261486
4.53,21,6.67,19.5,600,0.879449519
4.53,21,6.67,19.5,600,0.878360141
4.53,21,6.67,19.5,600,0.877100782
4.53,21,6.67,19.5,600,0.877179247
4.53,21,6.67,19.5,600,0.881018366
4.53,21,6.67,19.5,600,0.87814335
4.53,21,6.67,19.5,600,0.87023859
4.53,21,6.67,19.5,600,0.874140517
4.53,21,6.67,19.5,600,0.880044843
4.53,21,6.67,19.5,600,0.862027053
4.53,21,6.67,19.5,600,0.882271783
4.53,21,6.67,19.5,600,0.878764784
4.53,21,6.67,19.5,600,0.875961981
4.53,21,6.67,19.5,600,0.874416549
4.53,21,6.67,19.5,600,0.882061729
4.53,21,6.67,19.5,600,0.880568625
4.53,21,6.67,19.5,600,0.880236902
4.53,21,6.67,19.5,600,0.885016538
4.53,21,6.67,19.5,600,0.880885849
4.53,21,6.67,19.5,600,0.876364854
4.53,21,6.67,19.5,600,0.87444653
5.598774885,19.00153139,9.87136294,5.598774885,653,0.783554791
5.598774885,19.00153139,9.87136294,5.598774885,653,0.785586785
5.598774885,19.00153139,9.87136294,5.598774885,653,0.782765866
5.598774885,19.00153139,9.87136294,5.598774885,653,0.794007781
5.598774885,19.00153139,9.87136294,5.598774885,653,0.794000896
5.598774885,19.00153139,9.87136294,5.598774885,653,0.800185125
5.598774885,19.00153139,9.87136294,5.598774885,653,0.795292856
5.598774885,19.00153139,9.87136294,5.598774885,653,0.795122291
5.598774885,19.00153139,9.87136294,5.598774885,653,0.776864254
5.598774885,19.00153139,9.87136294,5.598774885,653,0.797170511
5.598774885,19.00153139,9.87136294,5.598774885,653,0.797355086
5.598774885,19.00153139,9.87136294,5.598774885,653,0.800526766
5.598774885,19.00153139,9.87136294,5.598774885,653,0.782517638
5.598774885,19.00153139,9.87136294,5.598774885,653,0.797833022
5.598774885,19.00153139,9.87136294,5.598774885,653,0.792180197
5.598774885,19.00153139,9.87136294,5.598774885,653,0.797204959
5.598774885,19.00153139,9.87136294,5.598774885,653,0.798047289
5.598774885,19.00153139,9.87136294,5.598774885,653,0.79333528
5.598774885,19.00153139,9.87136294,5.598774885,653,0.799598125
5.598774885,19.00153139,9.87136294,5.598774885,653,0.795955273
5.598774885,19.00153139,9.87136294,5.598774885,653,0.786601863
5.598774885,19.00153139,9.87136294,5.598774885,653,0.793483185
5.598774885,19.00153139,9.87136294,5.598774885,653,0.800360713
5.598774885,19.00153139,9.87136294,5.598774885,653,0.798873826
7.73125884,14.99858557,18.39886846,16.29985856,707,0.835835023
7.73125884,14.99858557,18.39886846,16.29985856,707,0.839254668
7.73125884,14.99858557,18.39886846,16.29985856,707,0.839235247
7.73125884,14.99858557,18.39886846,16.29985856,707,0.830498936
7.73125884,14.99858557,18.39886846,16.29985856,707,0.841774563
7.73125884,14.99858557,18.39886846,16.29985856,707,0.846108518
7.73125884,14.99858557,18.39886846,16.29985856,707,0.840837024
7.73125884,14.99858557,18.39886846,16.29985856,707,0.836869409
7.73125884,14.99858557,18.39886846,16.29985856,707,0.844221972
7.73125884,14.99858557,18.39886846,16.29985856,707,0.830429037
7.73125884,14.99858557,18.39886846,16.29985856,707,0.838137269
7.73125884,14.99858557,18.39886846,16.29985856,707,0.845210271
7.73125884,14.99858557,18.39886846,16.29985856,707,0.832465785
7.73125884,14.99858557,18.39886846,16.29985856,707,0.83338222
7.73125884,14.99858557,18.39886846,16.29985856,707,0.843607332
7.73125884,14.99858557,18.39886846,16.29985856,707,0.843772905
7.73125884,14.99858557,18.39886846,16.29985856,707,0.8304229
7.73125884,14.99858557,18.39886846,16.29985856,707,0.840190292
19.5,25,17.3,13.1,760,0.791156164
19.5,25,17.3,13.1,760,0.775970629
19.5,25,17.3,13.1,760,0.755924439
19.5,25,17.3,13.1,760,0.725023947
19.5,25,17.3,13.1,760,0.713206286
19.5,25,17.3,13.1,760,0.69174227
19.5,25,17.3,13.1,760,0.660765922
19.5,25,17.3,13.1,760,0.636380364
19.5,25,17.3,13.1,760,0.656494076
19.5,25,17.3,13.1,760,0.660530429
19.5,25,17.3,13.1,760,0.66231214
19.5,25,17.3,13.1,760,0.670831607
19.5,25,17.3,13.1,760,0.669242063
19.5,25,17.3,13.1,760,0.648480133
19.5,25,17.3,13.1,760,0.661227842
19.5,25,17.3,13.1,760,0.654734205
19.5,25,17.3,13.1,760,0.662640325
12,27.00123001,4.528905289,9.869618696,813,0.653953734
12,27.00123001,4.528905289,9.869618696,813,0.614887861
12,27.00123001,4.528905289,9.869618696,813,0.631888954
12,27.00123001,4.528905289,9.869618696,813,0.598052738
12,27.00123001,4.528905289,9.869618696,813,0.614694963
12,27.00123001,4.528905289,9.869618696,813,0.615920508
12,27.00123001,4.528905289,9.869618696,813,0.639865473
12,27.00123001,4.528905289,9.869618696,813,0.650196007
12,27.00123001,4.528905289,9.869618696,813,0.681711793
12,27.00123001,4.528905289,9.869618696,813,0.656022246
12,27.00123001,4.528905289,9.869618696,813,0.659281792
12,27.00123001,4.528905289,9.869618696,813,0.767207926
12,27.00123001,4.528905289,9.869618696,813,0.66440233
12,27.00123001,4.528905289,9.869618696,813,0.654758033
12,27.00123001,4.528905289,9.869618696,813,0.673633351
12,27.00123001,4.528905289,9.869618696,813,0.678314179
12,27.00123001,4.528905289,9.869618696,813,0.662962417
12,27.00123001,4.528905289,9.869618696,813,0.68264245
12,27.00123001,4.528905289,9.869618696,813,0.64515463
12,27.00123001,4.528905289,9.869618696,813,0.661201944
12,27.00123001,4.528905289,9.869618696,813,0.680360966
12,27.00123001,4.528905289,9.869618696,813,0.689782482
12,27.00123001,4.528905289,9.869618696,813,0.645313062
12,27.00123001,4.528905289,9.869618696,813,0.68004025
12,27.00123001,4.528905289,9.869618696,813,0.665006221
12,27.00123001,4.528905289,9.869618696,813,0.662390601
9.870818916,28.9988466,13.10034602,8.800461361,867,0.801853712
9.870818916,28.9988466,13.10034602,8.800461361,867,0.799267517
9.870818916,28.9988466,13.10034602,8.800461361,867,0.803081811
9.870818916,28.9988466,13.10034602,8.800461361,867,0.773661803
9.870818916,28.9988466,13.10034602,8.800461361,867,0.76791166
9.870818916,28.9988466,13.10034602,8.800461361,867,0.75174681
9.870818916,28.9988466,13.10034602,8.800461361,867,0.748220826
9.870818916,28.9988466,13.10034602,8.800461361,867,0.734995994
9.870818916,28.9988466,13.10034602,8.800461361,867,0.722946695
9.870818916,28.9988466,13.10034602,8.800461361,867,0.742425856
9.870818916,28.9988466,13.10034602,8.800461361,867,0.717553984
9.870818916,28.9988466,13.10034602,8.800461361,867,0.728271347
9.870818916,28.9988466,13.10034602,8.800461361,867,0.738528473
9.870818916,28.9988466,13.10034602,8.800461361,867,0.732371451
9.870818916,28.9988466,13.10034602,8.800461361,867,0.729948145
9.870818916,28.9988466,13.10034602,8.800461361,867,0.753973528
9.870818916,28.9988466,13.10034602,8.800461361,867,0.75012529
9.870818916,28.9988466,13.10034602,8.800461361,867,0.726497939
9.870818916,28.9988466,13.10034602,8.800461361,867,0.73605964
9.870818916,28.9988466,13.10034602,8.800461361,867,0.715821942
9.870818916,28.9988466,13.10034602,8.800461361,867,0.726150065
9.870818916,28.9988466,13.10034602,8.800461361,867,0.743991343
9.870818916,28.9988466,13.10034602,8.800461361,867,0.747284749
9.870818916,28.9988466,13.10034602,8.800461361,867,0.745893319
9.870818916,28.9988466,13.10034602,8.800461361,867,0.761253172
18.4,17,7.730434783,7.730434783,920,0.698473011
18.4,17,7.730434783,7.730434783,920,0.690262564
18.4,17,7.730434783,7.730434783,920,0.657105008
18.4,17,7.730434783,7.730434783,920,0.659060959
18.4,17,7.730434783,7.730434783,920,0.644081583
18.4,17,7.730434783,7.730434783,920,0.622335002
18.4,17,7.730434783,7.730434783,920,0.616542972
18.4,17,7.730434783,7.730434783,920,0.58839057
18.4,17,7.730434783,7.730434783,920,0.520897742
18.4,17,7.730434783,7.730434783,920,0.530261001
18.4,17,7.730434783,7.730434783,920,0.711940926
18.4,17,7.730434783,7.730434783,920,0.494880349
18.4,17,7.730434783,7.730434783,920,0.507009664
18.4,17,7.730434783,7.730434783,920,0.484902441
18.4,17,7.730434783,7.730434783,920,0.465904316
18.4,17,7.730434783,7.730434783,920,0.491516985
18.4,17,7.730434783,7.730434783,920,0.475873746
15.2004111,36.99897225,10.90030832,12,973,0.820249637
15.2004111,36.99897225,10.90030832,12,973,0.788948525
15.2004111,36.99897225,10.90030832,12,973,0.772355137
15.2004111,36.99897225,10.90030832,12,973,0.753147488
15.2004111,36.99897225,10.90030832,12,973,0.694492169
15.2004111,36.99897225,10.90030832,12,973,0.693137394
15.2004111,36.99897225,10.90030832,12,973,0.692810017
15.2004111,36.99897225,10.90030832,12,973,0.673483364
15.2004111,36.99897225,10.90030832,12,973,0.673064491
15.2004111,36.99897225,10.90030832,12,973,0.657673639
15.2004111,36.99897225,10.90030832,12,973,0.665260776
15.2004111,36.99897225,10.90030832,12,973,0.665990396
15.2004111,36.99897225,10.90030832,12,973,0.789629145
15.2004111,36.99897225,10.90030832,12,973,0.682208377
15.2004111,36.99897225,10.90030832,12,973,0.680487329
15.2004111,36.99897225,10.90030832,12,973,0.683294239
15.2004111,36.99897225,10.90030832,12,973,0.671537658
15.2004111,36.99897225,10.90030832,12,973,0.683421435
15.2004111,36.99897225,10.90030832,12,973,0.681767344
15.2004111,36.99897225,10.90030832,12,973,0.690739217
15.2004111,36.99897225,10.90030832,12,973,0.661087255
10.79661017,32.79661017,5.144067797,18.5,236,0.864307638
10.79661017,32.79661017,5.144067797,18.5,236,0.863295745
10.79661017,32.79661017,5.144067797,18.5,236,0.861845224
10.79661017,32.79661017,5.144067797,18.5,236,0.857381162
10.79661017,32.79661017,5.144067797,18.5,236,0.861570328
10.79661017,32.79661017,5.144067797,18.5,236,0.864620198
10.79661017,32.79661017,5.144067797,18.5,236,0.857774799
10.79661017,32.79661017,5.144067797,18.5,236,0.853386503
10.79661017,32.79661017,5.144067797,18.5,236,0.863202974
10.79661017,32.79661017,5.144067797,18.5,236,0.863597546
10.79661017,32.79661017,5.144067797,18.5,236,0.855318868
10.79661017,32.79661017,5.144067797,18.5,236,0.863181575
10.79661017,32.79661017,5.144067797,18.5,236,0.853515072
10.79661017,32.79661017,5.144067797,18.5,236,0.862464602
10.79661017,32.79661017,5.144067797,18.5,236,0.848487945
10.79661017,32.79661017,5.144067797,18.5,236,0.86170229
10.79661017,32.79661017,5.144067797,18.5,236,0.862684211
10.79661017,32.79661017,5.144067797,18.5,236,0.852787435
10.79661017,32.79661017,5.144067797,18.5,236,0.864284921
10.79661017,32.79661017,5.144067797,18.5,236,0.855754072
10.79661017,32.79661017,5.144067797,18.5,236,0.863338316
10.79661017,32.79661017,5.144067797,18.5,236,0.865028728
10.79661017,32.79661017,5.144067797,18.5,236,0.860144678
11.59791123,31.20104439,17.3002611,13.49869452,383,0.821066624
11.59791123,31.20104439,17.3002611,13.49869452,383,0.840901954
11.59791123,31.20104439,17.3002611,13.49869452,383,0.82983497
11.59791123,31.20104439,17.3002611,13.49869452,383,0.827548833
11.59791123,31.20104439,17.3002611,13.49869452,383,0.836262398
11.59791123,31.20104439,17.3002611,13.49869452,383,0.843831772
11.59791123,31.20104439,17.3002611,13.49869452,383,0.841880275
11.59791123,31.20104439,17.3002611,13.49869452,383,0.842156882
11.59791123,31.20104439,17.3002611,13.49869452,383,0.832054067
11.59791123,31.20104439,17.3002611,13.49869452,383,0.831127866
11.59791123,31.20104439,17.3002611,13.49869452,383,0.833129862
11.59791123,31.20104439,17.3002611,13.49869452,383,0.84021113
11.59791123,31.20104439,17.3002611,13.49869452,383,0.835705893
11.59791123,31.20104439,17.3002611,13.49869452,383,0.838242482
11.59791123,31.20104439,17.3002611,13.49869452,383,0.839507338
11.59791123,31.20104439,17.3002611,13.49869452,383,0.837077288
11.59791123,31.20104439,17.3002611,13.49869452,383,0.83936739
11.59791123,31.20104439,17.3002611,13.49869452,383,0.833324788
11.59791123,31.20104439,17.3002611,13.49869452,383,0.82977943
11.59791123,31.20104439,17.3002611,13.49869452,383,0.828353381
11.59791123,31.20104439,17.3002611,13.49869452,383,0.848787929
11.59791123,31.20104439,17.3002611,13.49869452,383,0.847536767
11.59791123,31.20104439,17.3002611,13.49869452,383,0.843256649
11.59791123,31.20104439,17.3002611,13.49869452,383,0.835641232
11.59791123,31.20104439,17.3002611,13.49869452,383,0.849861789
10.70207852,37.09930716,18.90069284,8.309468822,433,0.76679487
10.70207852,37.09930716,18.90069284,8.309468822,433,0.74444354
10.70207852,37.09930716,18.90069284,8.309468822,433,0.761025215
10.70207852,37.09930716,18.90069284,8.309468822,433,0.779347268
10.70207852,37.09930716,18.90069284,8.309468822,433,0.778850471
10.70207852,37.09930716,18.90069284,8.309468822,433,0.790458616
10.70207852,37.09930716,18.90069284,8.309468822,433,0.786189361
10.70207852,37.09930716,18.90069284,8.309468822,433,0.764755306
10.70207852,37.09930716,18.90069284,8.309468822,433,0.784855989
10.70207852,37.09930716,18.90069284,8.309468822,433,0.780703278
10.70207852,37.09930716,18.90069284,8.309468822,433,0.777650617
10.70207852,37.09930716,18.90069284,8.309468822,433,0.774343915
10.70207852,37.09930716,18.90069284,8.309468822,433,0.790765121
10.70207852,37.09930716,18.90069284,8.309468822,433,0.770949154
10.70207852,37.09930716,18.90069284,8.309468822,433,0.784818272
10.70207852,37.09930716,18.90069284,8.309468822,433,0.784149058
10.70207852,37.09930716,18.90069284,8.309468822,433,0.780037781
10.70207852,37.09930716,18.90069284,8.309468822,433,0.780270435
6.942263279,32.60046189,9.52886836,14.60046189,433,0.902887559
6.942263279,32.60046189,9.52886836,14.60046189,433,0.906220462
6.942263279,32.60046189,9.52886836,14.60046189,433,0.8950226
6.942263279,32.60046189,9.52886836,14.60046189,433,0.901948503
6.942263279,32.60046189,9.52886836,14.60046189,433,0.900651291
6.942263279,32.60046189,9.52886836,14.60046189,433,0.907672326
6.942263279,32.60046189,9.52886836,14.60046189,433,0.897955511
6.942263279,32.60046189,9.52886836,14.60046189,433,0.901335585
6.942263279,32.60046189,9.52886836,14.60046189,433,0.898306602
6.942263279,32.60046189,9.52886836,14.60046189,433,0.902082993
6.942263279,32.60046189,9.52886836,14.60046189,433,0.902331957
6.942263279,32.60046189,9.52886836,14.60046189,433,0.905802614
15.3014553,34.5987526,8.798336798,17.002079,481,0.780995801
15.3014553,34.5987526,8.798336798,17.002079,481,0.78372168
15.3014553,34.5987526,8.798336798,17.002079,481,0.783112334
15.3014553,34.5987526,8.798336798,17.002079,481,0.775035671
15.3014553,34.5987526,8.798336798,17.002079,481,0.777255723
15.3014553,34.5987526,8.798336798,17.002079,481,0.7688341
15.3014553,34.5987526,8.798336798,17.002079,481,0.776847061
15.3014553,34.5987526,8.798336798,17.002079,481,0.779686777
15.3014553,34.5987526,8.798336798,17.002079,481,0.772381613
15.3014553,34.5987526,8.798336798,17.002079,481,0.774063323
15.3014553,34.5987526,8.798336798,17.002079,481,0.780231887
15.3014553,34.5987526,8.798336798,17.002079,481,0.773695477
15.3014553,34.5987526,8.798336798,17.002079,481,0.777544173
15.3014553,34.5987526,8.798336798,17.002079,481,0.782741152
15.3014553,34.5987526,8.798336798,17.002079,481,0.782589708
15.3014553,34.5987526,8.798336798,17.002079,481,0.769989647
15.3014553,34.5987526,8.798336798,17.002079,481,0.787836625
15.3014553,34.5987526,8.798336798,17.002079,481,0.791250496
15.3014553,34.5987526,8.798336798,17.002079,481,0.785002543
15.3014553,34.5987526,8.798336798,17.002079,481,0.784096156
15.3014553,34.5987526,8.798336798,17.002079,481,0.785282471
15.3014553,34.5987526,8.798336798,17.002079,481,0.796022635
15.3014553,34.5987526,8.798336798,17.002079,481,0.795210603
15.3014553,34.5987526,8.798336798,17.002079,481,0.796556822
6.681451613,32.39919355,9,18.60080645,496,0.901392767
6.681451613,32.39919355,9,18.60080645,496,0.91063668
6.681451613,32.39919355,9,18.60080645,496,0.908277154
6.681451613,32.39919355,9,18.60080645,496,0.902232044
6.681451613,32.39919355,9,18.60080645,496,0.907601745
6.681451613,32.39919355,9,18.60080645,496,0.908384716
6.681451613,32.39919355,9,18.60080645,496,0.906359988
6.681451613,32.39919355,9,18.60080645,496,0.907649818
6.681451613,32.39919355,9,18.60080645,496,0.909688911
6.681451613,32.39919355,9,18.60080645,496,0.90702051
6.681451613,32.39919355,9,18.60080645,496,0.908114307
6.681451613,32.39919355,9,18.60080645,496,0.906690961
5.869822485,18.59960552,4.228796844,13.10059172,507,0.90387477
5.869822485,18.59960552,4.228796844,13.10059172,507,0.899192785
5.869822485,18.59960552,4.228796844,13.10059172,507,0.901995759
5.869822485,18.59960552,4.228796844,13.10059172,507,0.902354105
5.869822485,18.59960552,4.228796844,13.10059172,507,0.899229805
5.869822485,18.59960552,4.228796844,13.10059172,507,0.904024443
19.6,29.4984127,4.358730159,15.4,630,0.558811243
19.6,29.4984127,4.358730159,15.4,630,0.567685265
19.6,29.4984127,4.358730159,15.4,630,0.582344951
19.6,29.4984127,4.358730159,15.4,630,0.574527689
19.6,29.4984127,4.358730159,15.4,630,0.578071983
19.6,29.4984127,4.358730159,15.4,630,0.580893826
19.6,29.4984127,4.358730159,15.4,630,0.585888101
19.6,29.4984127,4.358730159,15.4,630,0.568520736
19.6,29.4984127,4.358730159,15.4,630,0.576883905
19.6,29.4984127,4.358730159,15.4,630,0.586849103
19.6,29.4984127,4.358730159,15.4,630,0.586699088
19.6,29.4984127,4.358730159,15.4,630,0.596272784
19.6,29.4984127,4.358730159,15.4,630,0.591434151
19.6,29.4984127,4.358730159,15.4,630,0.599123623
19.6,29.4984127,4.358730159,15.4,630,0.599193906
19.6,29.4984127,4.358730159,15.4,630,0.603690812
19.6,29.4984127,4.358730159,15.4,630,0.608720658
19.6,29.4984127,4.358730159,15.4,630,0.614898358
19.6,29.4984127,4.358730159,15.4,630,0.636364146
19.6,29.4984127,4.358730159,15.4,630,0.620600051
16.80059524,20.80059524,5.080357143,14.60119048,672,0.673773507
16.80059524,20.80059524,5.080357143,14.60119048,672,0.667220866
16.80059524,20.80059524,5.080357143,14.60119048,672,0.676942108
16.80059524,20.80059524,5.080357143,14.60119048,672,0.676296209
16.80059524,20.80059524,5.080357143,14.60119048,672,0.67691231
16.80059524,20.80059524,5.080357143,14.60119048,672,0.691175418
16.80059524,20.80059524,5.080357143,14.60119048,672,0.682825699
16.80059524,20.80059524,5.080357143,14.60119048,672,0.69339266
16.80059524,20.80059524,5.080357143,14.60119048,672,0.680269475
16.80059524,20.80059524,5.080357143,14.60119048,672,0.67198505
16.80059524,20.80059524,5.080357143,14.60119048,672,0.703074287
16.80059524,20.80059524,5.080357143,14.60119048,672,0.700706414
16.80059524,20.80059524,5.080357143,14.60119048,672,0.682367603
16.80059524,20.80059524,5.080357143,14.60119048,672,0.697697443
16.80059524,20.80059524,5.080357143,14.60119048,672,0.702635999
16.80059524,20.80059524,5.080357143,14.60119048,672,0.707916326
16.80059524,20.80059524,5.080357143,14.60119048,672,0.697499285
16.80059524,20.80059524,5.080357143,14.60119048,672,0.708658277
16.80059524,20.80059524,5.080357143,14.60119048,672,0.680776264
12.10104012,13.80089153,5.720653789,9.319465082,673,0.812000052
